Index	OTU	2D_ID	Channel_ID	Bottle_ID	Site_ID	Site_ID_1	Plate_ID	Position	Longitude	Latitude	Altitude	Altitude_1	Location	Setup_Site_Date	Distribution	Method	Tag	Collection_Date_formatted	Collection_Date_formatted_1	Year	Month	Collector	Image_File	Reverse_Complement_for_Papara	Sumaclust_97_OTU
5676	ANML_2908_B03|run:ANML_2908_dtd_0|contig-id:2|rep_count:121|id_similarity:97.2375690608|c_count:39|cmxd:2.8|cmnd:0.1148760331|cnnd:14.4|p:Arthropoda|c:Insecta|o:Coleoptera|f:Tenebrionidae|g:None|s:None|otu:BOLD:ADI9354|date:2019-08-01	143504524	140042	2.0298	14004	14004	MAY_COLE01	A12	98.80422	25.31137	1438	1400	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	01 May 2015	01 May 2015	2015	5	Zhiguang Yang	MAY_COLE189.tif		OTU_0004 
5677	ANML_2908_F03|run:ANML_2908_dtd_0|contig-id:2|rep_count:22|id_similarity:98.3425414365|c_count:29|cmxd:1.7|cmnd:0.2863636364|cnnd:16.6|p:Arthropoda|c:Insecta|o:Coleoptera|f:Lampyridae|g:None|s:None|otu:BOLD:ADJ4359|date:2019-08-01	143504521	180012	2.0299	18001	18001	MAY_COLE02	C01	98.79670	25.29758	1823	1800	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	01 May 2015	01 May 2015	2015	5	Zhiguang Yang			OTU_0101 
5678	ANML_2908_G03|run:ANML_2908_dtd_0|contig-id:2|rep_count:368|id_similarity:97.7900552486|c_count:52|cmxd:1.7|cmnd:0.1633152174|cnnd:2.8|p:Arthropoda|c:Insecta|o:Coleoptera|f:Elateridae|g:None|s:None|otu:BOLD:ADJ3796|date:2019-08-01	143504580	180022	2.0300	18002	18002	MAY_COLE02	E01	98.78954	25.30451	1811	1800	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	01 May 2015	01 May 2015	2015	5	Zhiguang Yang	MAY_COLE205.tif		OTU_0021 
5679	ANML_2908_H03|run:ANML_2908_dtd_0|contig-id:1|rep_count:8692|id_similarity:98.8950276243|c_count:2|cmxd:1.7|cmnd:0.0758053382|cnnd:7.2|p:Arthropoda|c:Insecta|o:Coleoptera|f:Tenebrionidae|g:None|s:None|otu:BOLD:ADI9986|date:2019-08-01	143504579	180022	2.0300	18002	18002	MAY_COLE02	F01	98.78954	25.30451	1811	1800	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	01 May 2015	01 May 2015	2015	5	Zhiguang Yang	MAY_COLE206.tif		OTU_0446 
5680	ANML_2908_A04|run:ANML_2908_dtd_0|contig-id:1|rep_count:13532|id_similarity:97.7900552486|c_count:1|cmxd:2.8|cmnd:0.0610404966|cnnd:0.0|p:Arthropoda|c:Insecta|o:Coleoptera|f:Tenebrionidae|g:None|s:None|otu:BOLD:ADI9986|date:2019-08-01	143504556	180022	2.0300	18002	18002	MAY_COLE02	G01	98.78954	25.30451	1811	1800	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	01 May 2015	01 May 2015	2015	5	Zhiguang Yang	MAY_COLE207.tif		OTU_0446 
5681	ANML_2908_B04|run:ANML_2908_dtd_0|contig-id:1|rep_count:3937|id_similarity:97.7900552486|c_count:3|cmxd:2.2|cmnd:0.1113284227|cnnd:3.3|p:Arthropoda|c:Insecta|o:Coleoptera|f:None|g:None|s:None|otu:BOLD:ADI9771|date:2019-08-01	143504153	180022	2.0300	18002	18002	MAY_COLE02	H01	98.78954	25.30451	1811	1800	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	01 May 2015	01 May 2015	2015	5	Zhiguang Yang	MAY_COLE208.tif		OTU_0598 
5682	ANML_2908_C04|run:ANML_2908_dtd_0|contig-id:1|rep_count:42|id_similarity:98.3425414365|c_count:28|cmxd:1.7|cmnd:0.0404761905|cnnd:17.1|p:Arthropoda|c:Insecta|o:Coleoptera|f:Lampyridae|g:None|s:None|otu:BOLD:ADJ3587|date:2019-08-01	143504605	180022	2.0300	18002	18002	MAY_COLE02	C02	98.78954	25.30451	1811	1800	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	01 May 2015	01 May 2015	2015	5	Zhiguang Yang	MAY_COLE211.tif		OTU_0036 
5683	ANML_2908_D04|run:ANML_2908_dtd_0|contig-id:2|rep_count:40|id_similarity:97.7900552486|c_count:5|cmxd:2.2|cmnd:0.5525|cnnd:17.1|p:Arthropoda|c:Insecta|o:Coleoptera|f:Elateridae|g:None|s:None|otu:BOLD:ADJ3796|date:2019-08-01	143504142	180022	2.0300	18002	18002	MAY_COLE02	H02	98.78954	25.30451	1811	1800	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	01 May 2015	01 May 2015	2015	5	Zhiguang Yang	MAY_COLE216.tif		OTU_0021 
5684	ANML_2908_E04|run:ANML_2908_dtd_0|contig-id:1|rep_count:12|id_similarity:99.4475138122|c_count:1|cmxd:0.6|cmnd:0.1|cnnd:None|p:Arthropoda|c:Insecta|o:Coleoptera|f:Throscidae|g:None|s:None|otu:BOLD:ADI7523|date:2019-08-01	143504630	180022	2.0300	18002	18002	MAY_COLE02	A03	98.78954	25.30451	1811	1800	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	01 May 2015	01 May 2015	2015	5	Zhiguang Yang	MAY_COLE217.tif		OTU_0048 
5685	ANML_2908_F04|run:ANML_2908_dtd_0|contig-id:2|rep_count:98|id_similarity:98.8950276243|c_count:59|cmxd:1.1|cmnd:0.1663265306|cnnd:3.3|p:Arthropoda|c:Insecta|o:Coleoptera|f:Tenebrionidae|g:None|s:None|otu:BOLD:ADI9354|date:2019-08-01	143504625	180022	2.0300	18002	18002	MAY_COLE02	B03	98.78954	25.30451	1811	1800	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	01 May 2015	01 May 2015	2015	5	Zhiguang Yang	MAY_COLE218.tif		OTU_0004 
5686	ANML_2908_G04|run:ANML_2908_dtd_0|contig-id:1|rep_count:111|id_similarity:97.2375690608|c_count:32|cmxd:2.2|cmnd:0.7621621622|cnnd:2.2|p:Arthropoda|c:Insecta|o:Coleoptera|f:Elateridae|g:None|s:None|otu:BOLD:ADJ3796|date:2019-08-01	143504558	180022	2.0300	18002	18002	MAY_COLE02	G03	98.78954	25.30451	1811	1800	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	01 May 2015	01 May 2015	2015	5	Zhiguang Yang	MAY_COLE223.tif		OTU_0021 
5687	ANML_2907_E09|run:ANML_2907_dtd_0|contig-id:1|rep_count:61|id_similarity:97.2375690608|c_count:8|cmxd:1.7|cmnd:0.2508196721|cnnd:1.1|p:Arthropoda|c:Insecta|o:Coleoptera|f:Latridiidae|g:None|s:None|otu:BOLD:ACD7070|date:2019-08-01	143504607	180022	2.0300	18002	18002	MAY_COLE02	C04	98.78954	25.30451	1811	1800	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	01 May 2015	01 May 2015	2015	5	Zhiguang Yang	161_0186.jpg		OTU_1913 
5688	ANML_2908_A05|run:ANML_2908_dtd_0|contig-id:2|rep_count:182|id_similarity:97.2375690608|c_count:55|cmxd:2.8|cmnd:0.182967033|cnnd:5.5|p:Arthropoda|c:Insecta|o:Coleoptera|f:Staphylinidae|g:None|s:None|otu:BOLD:ADI8762|date:2019-08-01	143504600	180022	2.0300	18002	18002	MAY_COLE02	D04	98.78954	25.30451	1811	1800	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	01 May 2015	01 May 2015	2015	5	Zhiguang Yang	MAY_COLE228.tif		OTU_0891 
5689		143504583	180022	2.0300	18002	18002	MAY_COLE02	E04	98.78954	25.30451	1811	1800	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	01 May 2015	01 May 2015	2015	5	Zhiguang Yang	MAY_COLE229.tif		
5690	ANML_2908_C05|run:ANML_2908_dtd_0|contig-id:1|rep_count:1466|id_similarity:90.6077348066|c_count:5|cmxd:1.7|cmnd:0.1327421555|cnnd:1.1|p:Arthropoda|c:Insecta|o:Coleoptera|f:Eucnemidae|g:Farsus|s:Farsus_dubius|otu:OTU6|date:2019-08-01	143504632	140012	2.0301	14001	14001	MAY_COLE02	A05	98.80348	25.30637	1402	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	08 May 2015	08 May 2015	2015	5	Zhiguang Yang	MAY_COLE233.tif		OTU_1232 
5691	ANML_2908_E05|run:ANML_2908_dtd_0|contig-id:1|rep_count:5|id_similarity:99.4475138122|c_count:3|cmxd:0.6|cmnd:0.36|cnnd:19.3|p:Arthropoda|c:Insecta|o:Coleoptera|f:Cerambycidae|g:None|s:None|otu:BOLD:ADI5440|date:2019-08-01	143504560	140012	2.0301	14001	14001	MAY_COLE02	G05	98.80348	25.30637	1402	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	08 May 2015	08 May 2015	2015	5	Zhiguang Yang	MAY_COLE239.tif		OTU_0311 
5692	ANML_2908_F05|run:ANML_2908_dtd_0|contig-id:1|rep_count:776|id_similarity:98.8950276243|c_count:3|cmxd:1.1|cmnd:0.1072164948|cnnd:0.6|p:Arthropoda|c:Insecta|o:Coleoptera|f:Coccinellidae|g:None|s:None|otu:BOLD:ADJ4091|date:2019-08-01	143504551	140012	2.0301	14001	14001	MAY_COLE02	H05	98.80348	25.30637	1402	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	08 May 2015	08 May 2015	2015	5	Zhiguang Yang	MAY_COLE240.tif		OTU_0168 
5693	ANML_2908_G05|run:ANML_2908_dtd_0|contig-id:1|rep_count:62|id_similarity:98.3425414365|c_count:8|cmxd:1.7|cmnd:0.2435483871|cnnd:23.8|p:Arthropoda|c:Insecta|o:Coleoptera|f:Curculionidae|g:None|s:None|otu:BOLD:ADJ2548|date:2019-08-01	143504622	140012	2.0301	14001	14001	MAY_COLE02	B06	98.80348	25.30637	1402	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	08 May 2015	08 May 2015	2015	5	Zhiguang Yang	MAY_COLE242.tif		OTU_0052 
5694	ANML_2908_H05|run:ANML_2908_dtd_0|contig-id:1|rep_count:2399|id_similarity:98.3333333333|c_count:23|cmxd:2.2|cmnd:0.1410587745|cnnd:2.2|p:Arthropoda|c:Insecta|o:Coleoptera|f:Curculionidae|g:None|s:None|otu:BOLD:ADE4271|date:2019-08-01	143504585	140012	2.0301	14001	14001	MAY_COLE02	E06	98.80348	25.30637	1402	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	08 May 2015	08 May 2015	2015	5	Zhiguang Yang	MAY_COLE245.tif		OTU_0135 
5695	ANML_2908_A06|run:ANML_2908_dtd_0|contig-id:1|rep_count:1664|id_similarity:98.3425414365|c_count:4|cmxd:1.7|cmnd:0.0570913462|cnnd:4.4|p:Arthropoda|c:Insecta|o:Coleoptera|f:None|g:None|s:None|otu:BOLD:ADJ0666|date:2019-08-01	143504561	140012	2.0301	14001	14001	MAY_COLE02	G06	98.80348	25.30637	1402	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	08 May 2015	08 May 2015	2015	5	Zhiguang Yang	MAY_COLE247.tif		OTU_0084 
5696	ANML_2908_B06|run:ANML_2908_dtd_0|contig-id:1|rep_count:769|id_similarity:97.7900552486|c_count:16|cmxd:2.2|cmnd:0.2254876463|cnnd:3.3|p:Arthropoda|c:Insecta|o:Coleoptera|f:Coccinellidae|g:None|s:None|otu:BOLD:ADJ0753|date:2019-08-01	143504550	140012	2.0301	14001	14001	MAY_COLE02	H06	98.80348	25.30637	1402	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	08 May 2015	08 May 2015	2015	5	Zhiguang Yang	MAY_COLE248.tif		OTU_0495 
5697	ANML_2908_C06|run:ANML_2908_dtd_0|contig-id:1|rep_count:305|id_similarity:97.2375690608|c_count:5|cmxd:2.2|cmnd:0.1154098361|cnnd:12.2|p:Arthropoda|c:Insecta|o:Coleoptera|f:Anthicidae|g:None|s:None|otu:BOLD:ADJ5383|date:2019-08-01	143504610	140012	2.0301	14001	14001	MAY_COLE02	C07	98.80348	25.30637	1402	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	08 May 2015	08 May 2015	2015	5	Zhiguang Yang	MAY_COLE251.tif		OTU_0058 
5698	ANML_2908_D06|run:ANML_2908_dtd_0|contig-id:1|rep_count:72|id_similarity:98.3425414365|c_count:1|cmxd:1.7|cmnd:0.2222222222|cnnd:None|p:Arthropoda|c:Insecta|o:Coleoptera|f:Curculionidae|g:None|s:None|otu:BOLD:ADJ2548|date:2019-08-01	143504597	140012	2.0301	14001	14001	MAY_COLE02	D07	98.80348	25.30637	1402	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	08 May 2015	08 May 2015	2015	5	Zhiguang Yang	MAY_COLE252.tif		OTU_0052 
5699		143504573	140012	2.0301	14001	14001	MAY_COLE02	F07	98.80348	25.30637	1402	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	08 May 2015	08 May 2015	2015	5	Zhiguang Yang	MAY_COLE254.tif		
5700	ANML_2908_F06|run:ANML_2908_dtd_0|contig-id:1|rep_count:296|id_similarity:98.8888888889|c_count:5|cmxd:1.7|cmnd:0.2040540541|cnnd:1.7|p:Arthropoda|c:Insecta|o:Coleoptera|f:Curculionidae|g:None|s:None|otu:BOLD:ADE4271|date:2019-08-01	143504129	140012	2.0301	14001	14001	MAY_COLE02	H07	98.80348	25.30637	1402	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	08 May 2015	08 May 2015	2015	5	Zhiguang Yang	MAY_COLE256.tif		OTU_0135 
5701	ANML_2908_G06|run:ANML_2908_dtd_0|contig-id:1|rep_count:515|id_similarity:98.8950276243|c_count:7|cmxd:1.1|cmnd:0.1314563107|cnnd:3.3|p:Arthropoda|c:Insecta|o:Coleoptera|f:Curculionidae|g:None|s:None|otu:BOLD:ADJ1225|date:2019-08-01	143504611	140012	2.0301	14001	14001	MAY_COLE02	C08	98.80348	25.30637	1402	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	08 May 2015	08 May 2015	2015	5	Zhiguang Yang	MAY_COLE259.tif		OTU_0164 
5702	ANML_2908_H06|run:ANML_2908_dtd_0|contig-id:1|rep_count:222|id_similarity:97.2222222222|c_count:20|cmxd:2.2|cmnd:0.1391891892|cnnd:2.8|p:Arthropoda|c:Insecta|o:Coleoptera|f:Curculionidae|g:None|s:None|otu:BOLD:ADG3145|date:2019-08-01	143504596	140012	2.0301	14001	14001	MAY_COLE02	D08	98.80348	25.30637	1402	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	08 May 2015	08 May 2015	2015	5	Zhiguang Yang	MAY_COLE260.tif		OTU_0135 
5703	ANML_2908_A07|run:ANML_2908_dtd_0|contig-id:1|rep_count:283|id_similarity:97.2222222222|c_count:13|cmxd:2.2|cmnd:0.6943462898|cnnd:0.0|p:Arthropoda|c:Insecta|o:Coleoptera|f:Curculionidae|g:None|s:None|otu:BOLD:ADG3145|date:2019-08-01	143504587	140012	2.0301	14001	14001	MAY_COLE02	E08	98.80348	25.30637	1402	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	08 May 2015	08 May 2015	2015	5	Zhiguang Yang	MAY_COLE261.tif		OTU_0135 
5704	ANML_2908_B07|run:ANML_2908_dtd_0|contig-id:1|rep_count:2830|id_similarity:97.7777777778|c_count:4|cmxd:1.7|cmnd:0.0834628975|cnnd:1.1|p:Arthropoda|c:Insecta|o:Coleoptera|f:Curculionidae|g:None|s:None|otu:BOLD:ADG3145|date:2019-08-01	143504572	140012	2.0301	14001	14001	MAY_COLE02	F08	98.80348	25.30637	1402	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	08 May 2015	08 May 2015	2015	5	Zhiguang Yang	MAY_COLE262.tif		OTU_0135 
5705	ANML_2908_C07|run:ANML_2908_dtd_0|contig-id:2|rep_count:21|id_similarity:100.0|c_count:26|cmxd:0.6|cmnd:0.0571428571|cnnd:18.8|p:Arthropoda|c:Insecta|o:Coleoptera|f:Mordellidae|g:None|s:None|otu:BOLD:ADJ4444|date:2019-08-01	143504563	140012	2.0301	14001	14001	MAY_COLE02	G08	98.80348	25.30637	1402	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	08 May 2015	08 May 2015	2015	5	Zhiguang Yang	MAY_COLE263.tif		OTU_0115 
5706	ANML_2908_D07|run:ANML_2908_dtd_0|contig-id:1|rep_count:37|id_similarity:98.8950276243|c_count:5|cmxd:1.1|cmnd:0.3054054054|cnnd:3.3|p:Arthropoda|c:Insecta|o:Coleoptera|f:Throscidae|g:None|s:None|otu:BOLD:ADI7730|date:2019-08-01	143504118	140012	2.0301	14001	14001	MAY_COLE02	H08	98.80348	25.30637	1402	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	08 May 2015	08 May 2015	2015	5	Zhiguang Yang	MAY_COLE264.tif		OTU_0009 
5707	ANML_2908_E07|run:ANML_2908_dtd_0|contig-id:1|rep_count:16|id_similarity:98.8950276243|c_count:5|cmxd:1.1|cmnd:0.4|cnnd:6.6|p:Arthropoda|c:Insecta|o:Coleoptera|f:Scraptiidae|g:None|s:None|otu:BOLD:ADJ1574|date:2019-08-01	143504636	140012	2.0301	14001	14001	MAY_COLE02	A09	98.80348	25.30637	1402	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	08 May 2015	08 May 2015	2015	5	Zhiguang Yang	MAY_COLE265.tif		OTU_0010 
5708	ANML_2908_F07|run:ANML_2908_dtd_0|contig-id:1|rep_count:103|id_similarity:97.7777777778|c_count:5|cmxd:1.7|cmnd:0.1611650485|cnnd:1.1|p:Arthropoda|c:Insecta|o:Coleoptera|f:Curculionidae|g:None|s:None|otu:BOLD:ADG3145|date:2019-08-01	143504619	140012	2.0301	14001	14001	MAY_COLE02	B09	98.80348	25.30637	1402	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	08 May 2015	08 May 2015	2015	5	Zhiguang Yang	MAY_COLE266.tif		OTU_0135 
5709	ANML_2908_G07|run:ANML_2908_dtd_0|contig-id:1|rep_count:1032|id_similarity:98.8950276243|c_count:3|cmxd:1.1|cmnd:0.0489341085|cnnd:1.7|p:Arthropoda|c:Insecta|o:Coleoptera|f:Scarabaeidae|g:None|s:None|otu:BOLD:ADJ4840|date:2019-08-01	143504588	140022	2.0302	14002	14002	MAY_COLE02	E09	98.79755	25.30981	1418	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	08 May 2015	08 May 2015	2015	5	Zhiguang Yang	MAY_COLE269.tif		OTU_0789 
5710	ANML_2908_H07|run:ANML_2908_dtd_0|contig-id:1|rep_count:688|id_similarity:97.7900552486|c_count:41|cmxd:2.2|cmnd:0.4197674419|cnnd:2.8|p:Arthropoda|c:Insecta|o:Coleoptera|f:Throscidae|g:None|s:None|otu:BOLD:ADI6468|date:2019-08-01	143504571	140022	2.0302	14002	14002	MAY_COLE02	F09	98.79755	25.30981	1418	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	08 May 2015	08 May 2015	2015	5	Zhiguang Yang	MAY_COLE270.tif		OTU_0532 
5711	ANML_2908_A08|run:ANML_2908_dtd_0|contig-id:2|rep_count:3|id_similarity:93.7853107345|c_count:7|cmxd:1.7|cmnd:0.9333333333|cnnd:2.2|p:Arthropoda|c:Insecta|o:Coleoptera|f:Staphylinidae|g:None|s:None|otu:OTU378|date:2019-08-01	143504594	140022	2.0302	14002	14002	MAY_COLE02	D10	98.79755	25.30981	1418	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	08 May 2015	08 May 2015	2015	5	Zhiguang Yang	MAY_COLE276.tif		OTU_1500 
5712	ANML_2908_B08|run:ANML_2908_dtd_0|contig-id:1|rep_count:2714|id_similarity:97.7900552486|c_count:11|cmxd:2.8|cmnd:0.1576639646|cnnd:2.9|p:Arthropoda|c:Insecta|o:Coleoptera|f:Elateridae|g:None|s:None|otu:BOLD:ADI6778|date:2019-08-01	143504565	140022	2.0302	14002	14002	MAY_COLE02	G10	98.79755	25.30981	1418	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	08 May 2015	08 May 2015	2015	5	Zhiguang Yang	MAY_COLE279.tif		OTU_0123 
5713	ANML_2908_C08|run:ANML_2908_dtd_0|contig-id:1|rep_count:64|id_similarity:91.1602209945|c_count:41|cmxd:1.7|cmnd:0.1671875|cnnd:16.6|p:Arthropoda|c:Insecta|o:Coleoptera|f:Cantharidae|g:Rhagonycha|s:Rhagonycha_imbecillis|otu:OTU35|date:2019-08-01	143504546	140022	2.0302	14002	14002	MAY_COLE02	H10	98.79755	25.30981	1418	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	08 May 2015	08 May 2015	2015	5	Zhiguang Yang	MAY_COLE280.tif		OTU_1392 
5714	ANML_2908_D08|run:ANML_2908_dtd_0|contig-id:1|rep_count:134|id_similarity:97.7900552486|c_count:7|cmxd:1.2|cmnd:0.1985074627|cnnd:2.8|p:Arthropoda|c:Insecta|o:Coleoptera|f:Chrysomelidae|g:None|s:None|otu:BOLD:ADJ0061|date:2019-08-01	143504638	140022	2.0302	14002	14002	MAY_COLE02	A11	98.79755	25.30981	1418	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	08 May 2015	08 May 2015	2015	5	Zhiguang Yang	MAY_COLE281.tif		OTU_0195 
5715	ANML_2908_E08|run:ANML_2908_dtd_0|contig-id:1|rep_count:177|id_similarity:97.7777777778|c_count:6|cmxd:2.4|cmnd:0.2870056497|cnnd:3.3|p:Arthropoda|c:Insecta|o:Coleoptera|f:Scraptiidae|g:None|s:None|otu:BOLD:ADJ1574|date:2019-08-01	143504069	140022	2.0302	14002	14002	MAY_COLE02	A12	98.79755	25.30981	1418	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	08 May 2015	08 May 2015	2015	5	Zhiguang Yang	MAY_COLE289.tif		OTU_0010 
5716	ANML_2908_F08|run:ANML_2908_dtd_0|contig-id:1|rep_count:395|id_similarity:97.7900552486|c_count:5|cmxd:1.7|cmnd:0.155443038|cnnd:5.0|p:Arthropoda|c:Insecta|o:Coleoptera|f:Eucnemidae|g:None|s:None|otu:BOLD:ADI6620|date:2019-08-01	143504591	140022	2.0302	14002	14002	MAY_COLE02	E12	98.79755	25.30981	1418	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	08 May 2015	08 May 2015	2015	5	Zhiguang Yang	MAY_COLE293.tif		OTU_0103 
5717	ANML_2908_G08|run:ANML_2908_dtd_0|contig-id:1|rep_count:1722|id_similarity:97.2375690608|c_count:9|cmxd:2.8|cmnd:0.149941928|cnnd:3.3|p:Arthropoda|c:Insecta|o:Coleoptera|f:Latridiidae|g:None|s:None|otu:BOLD:ADI5363|date:2019-08-01	143504604	140022	2.0302	14002	14002	MAY_COLE03	C01	98.79755	25.30981	1418	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	08 May 2015	08 May 2015	2015	5	Zhiguang Yang	MAY_COLE303.tif		OTU_0060 
5718	ANML_2908_H08|run:ANML_2908_dtd_0|contig-id:2|rep_count:325|id_similarity:98.3425414365|c_count:61|cmxd:2.8|cmnd:0.2338461538|cnnd:7.2|p:Arthropoda|c:Insecta|o:Coleoptera|f:Coccinellidae|g:None|s:None|otu:BOLD:ADI8858|date:2019-08-01	143504081	140022	2.0302	14002	14002	MAY_COLE03	E01	98.79755	25.30981	1418	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	08 May 2015	08 May 2015	2015	5	Zhiguang Yang	MAY_COLE305.tif		OTU_0475 
5719	ANML_2908_A09|run:ANML_2908_dtd_0|contig-id:1|rep_count:1887|id_similarity:98.3425414365|c_count:35|cmxd:2.2|cmnd:0.1160042395|cnnd:1.7|p:Arthropoda|c:Insecta|o:Coleoptera|f:Scraptiidae|g:None|s:None|otu:BOLD:ADJ1574|date:2019-08-01	143504192	140022	2.0302	14002	14002	MAY_COLE03	G01	98.79755	25.30981	1418	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	08 May 2015	08 May 2015	2015	5	Zhiguang Yang	MAY_COLE307.tif		OTU_0010 
5720	ANML_2908_B09|run:ANML_2908_dtd_0|contig-id:1|rep_count:420|id_similarity:98.8950276243|c_count:20|cmxd:2.2|cmnd:1.2|cnnd:1.7|p:Arthropoda|c:Insecta|o:Coleoptera|f:Throscidae|g:None|s:None|otu:BOLD:ADI6468|date:2019-08-01	143504216	140022	2.0302	14002	14002	MAY_COLE03	H01	98.79755	25.30981	1418	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	08 May 2015	08 May 2015	2015	5	Zhiguang Yang	MAY_COLE308.tif		OTU_0532 
5721	ANML_2908_C09|run:ANML_2908_dtd_0|contig-id:1|rep_count:3028|id_similarity:97.2375690608|c_count:3|cmxd:2.8|cmnd:0.1314068692|cnnd:3.3|p:Arthropoda|c:Insecta|o:Coleoptera|f:Elateridae|g:None|s:None|otu:BOLD:ADI6778|date:2019-08-01	143504940	140022	2.0302	14002	14002	MAY_COLE03	G02	98.79755	25.30981	1418	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	08 May 2015	08 May 2015	2015	5	Zhiguang Yang	MAY_COLE315.tif		OTU_0123 
5722	ANML_2908_D09|run:ANML_2908_dtd_0|contig-id:1|rep_count:60|id_similarity:97.7900552486|c_count:15|cmxd:2.2|cmnd:0.39|cnnd:2.2|p:Arthropoda|c:Insecta|o:Coleoptera|f:None|g:None|s:None|otu:BOLD:ADJ3672|date:2019-08-01	143504989	140022	2.0302	14002	14002	MAY_COLE03	C03	98.79755	25.30981	1418	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	08 May 2015	08 May 2015	2015	5	Zhiguang Yang	MAY_COLE319.tif		OTU_0013 
5723	ANML_2908_E09	143504965	140022	2.0302	14002	14002	MAY_COLE03	E03	98.79755	25.30981	1418	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	08 May 2015	08 May 2015	2015	5	Zhiguang Yang	MAY_COLE321.tif		OTU_2725 
