Index	OTU	2D_ID	Channel_ID	Bottle_ID	Site_ID	Site_ID_1	Plate_ID	Position	Longitude	Latitude	Altitude	Altitude_1	Location	Setup_Site_Date	Distribution	Method	Tag	Collection_Date_formatted	Collection_Date_formatted_1	Year	Month	Collector	Image_File	Reverse_Complement_for_Papara	Sumaclust_97_OTU
1	TMS|2.0033|Juncole09-18.fas|	133681518	140032	2.0033	14003	14003	JUN_COLE09	B06	98.80537	25.31363	1408	1400	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	27 Jun 2014	27 Jun 2014	2014	6	Zhiguang Yang			OTU_0032 
2	TMS|2.0040|Julycole03-47.fas|	132946581	140042	2.0040	14004	14004	JULY_COLE03	D11	98.80422	25.31137	1438	1400	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0168 
3	TMS|2.0038|Julycole02-41.fas|	132945404	140022	2.0038	14002	14002	JULY_COLE02	D05	98.79755	25.30981	1418	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0001 
4	TMS|2.0041|Julycole01-09.fas|	132944109	180012	2.0041	18001	18001	JULY_COLE01	A09	98.79670	25.29758	1823	1800	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0099 
5	TMS|2.0038|Julycole06-58.fas|	132947168	140022	2.0038	14002	14002	JULY_COLE06	E10	98.79755	25.30981	1418	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0115 
6	TMS|2.0040|Julycole14-14.fas|	132946730	140042	2.0040	14004	14004	JULY_COLE14	B02	98.80422	25.31137	1438	1400	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0001 
7	TMS|2.0040|Julycole02-72.fas|	132946852	140042	2.0040	14004	14004	JULY_COLE02	F12	98.80422	25.31137	1438	1400	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0003 
8	TMS|2.0040|Julycole07-08.fas|	132946744	140042	2.0040	14004	14004	JULY_COLE07	A08	98.80422	25.31137	1438	1400	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0001 
9	TMS|2.0047|Julycole10-48.fas|	132944017	180012	2.0047	18001	18001	JULY_COLE10	D12	98.79670	25.29758	1823	1800	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	11 Jul 2014	11 Jul 2014	2014	7	Zhiguang Yang			OTU_0065 
10	TMS|2.0040|Julycole04-36.fas|	132946901	140042	2.0040	14004	14004	JULY_COLE04	C12	98.80422	25.31137	1438	1400	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0861 
11	TMS|2.0033|Juncole08-32.fas|	133680821	140032	2.0033	14003	14003	JUN_COLE08	C08	98.80537	25.31363	1408	1400	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	27 Jun 2014	27 Jun 2014	2014	6	Zhiguang Yang			OTU_0001 
12	TMS|2.0041|Julycole01-60.fas|	132946387	180012	2.0041	18001	18001	JULY_COLE01	E12	98.79670	25.29758	1823	1800	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_2277 
13	TMS|2.0040|Julycole01-81.fas|	132946648	140042	2.0040	14004	14004	JULY_COLE01	G09	98.80422	25.31137	1438	1400	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0433 
14	TMS|2.0038|Julycole05-19.fas|	132945933	140022	2.0038	14002	14002	JULY_COLE05	B07	98.79755	25.30981	1418	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0434 
15	TMS|2.0042|Julycole04-76.fas|	132947299	180022	2.0042	18002	18002	JULY_COLE04	G04	98.78954	25.30451	1811	1800	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0349 
16	TMS|2.0038|Julycole04-82.fas|	132946556	140022	2.0038	14002	14002	JULY_COLE04	G10	98.79755	25.30981	1418	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0001 
17	TMS|2.0038|Julycole08-88.fas|	132945969	140022	2.0038	14002	14002	JULY_COLE08	H04	98.79755	25.30981	1418	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0013 
18	TMS|2.0038|Julycole05-31.fas|	132946301	140022	2.0038	14002	14002	JULY_COLE05	C07	98.79755	25.30981	1418	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0001 
19	TMS|2.0040|Julycole01-94.fas|	132944459	140042	2.0040	14004	14004	JULY_COLE01	H10	98.80422	25.31137	1438	1400	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_1354 
20	TMS|2.0047|Julycole07-26.fas|	132944059	180012	2.0047	18001	18001	JULY_COLE07	C02	98.79670	25.29758	1823	1800	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	11 Jul 2014	11 Jul 2014	2014	7	Zhiguang Yang			OTU_0126 
21	TMS|2.0042|Julycole01-33.fas|	132947321	180022	2.0042	18002	18002	JULY_COLE01	C09	98.78954	25.30451	1811	1800	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0161 
22	TMS|2.0041|Julycole07-86.fas|	132947928	180012	2.0041	18001	18001	JULY_COLE07	H02	98.79670	25.29758	1823	1800	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0907 
23	TMS|2.0038|Julycole06-39.fas|	132945901	140022	2.0038	14002	14002	JULY_COLE06	D03	98.79755	25.30981	1418	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0675 
24	TMS|2.0038|Julycole01-45.fas|	132946458	140022	2.0038	14002	14002	JULY_COLE01	D09	98.79755	25.30981	1418	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0001 
25	TMS|2.0040|Julycole04-72.fas|	132946943	140042	2.0040	14004	14004	JULY_COLE04	F12	98.80422	25.31137	1438	1400	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0003 
26	TMS|2.0040|Julycole04-90.fas|	132944924	140042	2.0040	14004	14004	JULY_COLE04	H06	98.80422	25.31137	1438	1400	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0246 
27	TMS|2.0038|Julycole07-90.fas|	132948768	140022	2.0038	14002	14002	JULY_COLE07	H06	98.79755	25.30981	1418	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_2107 
28	TMS|2.0040|Julycole03-42.fas|	132944532	140042	2.0040	14004	14004	JULY_COLE03	D06	98.80422	25.31137	1438	1400	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0021 
29	TMS|2.0038|Julycole08-48.fas|	132946319	140022	2.0038	14002	14002	JULY_COLE08	D12	98.79755	25.30981	1418	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0434 
30	TMS|2.0042|Julycole03-01.fas|	132947297	180022	2.0042	18002	18002	JULY_COLE03	A01	98.78954	25.30451	1811	1800	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0841 
31	TMS|2.0038|Julycole03-32.fas|	132946278	140022	2.0038	14002	14002	JULY_COLE03	C08	98.79755	25.30981	1418	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0348 
32	TMS|2.0040|Julycole03-19.fas|	132944541	140042	2.0040	14004	14004	JULY_COLE03	B07	98.80422	25.31137	1438	1400	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0290 
33	TMS|2.0042|Julycole01-70.fas|	132947237	180022	2.0042	18002	18002	JULY_COLE01	F10	98.78954	25.30451	1811	1800	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_1311 
34	TMS|2.0036|Juncole15-87.fas|	133683422	180022	2.0036	18002	18002	JUN_COLE15	H03	98.78954	25.30451	1811	1800	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	27 Jun 2014	27 Jun 2014	2014	6	Zhiguang Yang			OTU_0173 
35	TMS|2.0031|Juncole14-01.fas|	133682266	140012	2.0031	14001	14001	JUN_COLE14	A01	98.80348	25.30637	1402	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	27 Jun 2014	27 Jun 2014	2014	6	Zhiguang Yang			OTU_0059 
36	TMS|2.0024|Juncole12-70.fas|	133680448	180022	2.0024	18002	18002	JUN_COLE12	F10	98.78954	25.30451	1811	1800	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	13 Jun 2014	13 Jun 2014	2014	6	Zhiguang Yang			OTU_0026 
37	TMS|2.0036|Juncole14-84.fas|	133680885	180022	2.0036	18002	18002	JUN_COLE14	G12	98.78954	25.30451	1811	1800	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	27 Jun 2014	27 Jun 2014	2014	6	Zhiguang Yang			OTU_0365 
38	TMS|2.0036|Juncole14-51.fas|	133681853	180022	2.0036	18002	18002	JUN_COLE14	E03	98.78954	25.30451	1811	1800	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	27 Jun 2014	27 Jun 2014	2014	6	Zhiguang Yang			OTU_0173 
39	TMS|2.0031|Juncole12-42.fas|	133681062	140012	2.0031	14001	14001	JUN_COLE12	D06	98.80348	25.30637	1402	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	27 Jun 2014	27 Jun 2014	2014	6	Zhiguang Yang			OTU_0001 
40	TMS|2.0038|Julycole05-83.fas|	132948806	140022	2.0038	14002	14002	JULY_COLE05	G11	98.79755	25.30981	1418	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0390 
41	TMS|2.0023|Juncole12-71.fas|	133680577	180012	2.0023	18001	18001	JUN_COLE12	F11	98.79670	25.29758	1823	1800	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	13 Jun 2014	13 Jun 2014	2014	6	Zhiguang Yang			OTU_0201 
42	TMS|2.0038|Julycole02-13.fas|	132946350	140022	2.0038	14002	14002	JULY_COLE02	B01	98.79755	25.30981	1418	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0248 
43	TMS|2.0040|Julycole06-29.fas|	132946627	140042	2.0040	14004	14004	JULY_COLE06	C05	98.80422	25.31137	1438	1400	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0003 
44	TMS|2.0036|Juncole12-92.fas|	133683369	180022	2.0036	18002	18002	JUN_COLE12	H08	98.78954	25.30451	1811	1800	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	27 Jun 2014	27 Jun 2014	2014	6	Zhiguang Yang			OTU_0173 
45	TMS|2.0033|Juncole14-19.fas|	133677792	140032	2.0033	14003	14003	JUN_COLE14	B07	98.80537	25.31363	1408	1400	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	27 Jun 2014	27 Jun 2014	2014	6	Zhiguang Yang			OTU_0033 
46	TMS|2.0042|Julycole01-29.fas|	132946788	180022	2.0042	18002	18002	JULY_COLE01	C05	98.78954	25.30451	1811	1800	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0031 
47	TMS|2.0038|Julycole02-21.fas|	132948485	140022	2.0038	14002	14002	JULY_COLE02	B09	98.79755	25.30981	1418	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0017 
48	TMS|2.0038|Julycole05-07.fas|	132946532	140022	2.0038	14002	14002	JULY_COLE05	A07	98.79755	25.30981	1418	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0921 
49	TMS|2.0033|Juncole15-28.fas|	133681521	140032	2.0033	14003	14003	JUN_COLE15	C04	98.80537	25.31363	1408	1400	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	27 Jun 2014	27 Jun 2014	2014	6	Zhiguang Yang			OTU_0189 
50	TMS|2.0038|Julycole02-93.fas|	132948487	140022	2.0038	14002	14002	JULY_COLE02	H09	98.79755	25.30981	1418	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_1550 
51	TMS|2.0036|Juncole11-08.fas|	133680883	180022	2.0036	18002	18002	JUN_COLE11	A08	98.78954	25.30451	1811	1800	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	27 Jun 2014	27 Jun 2014	2014	6	Zhiguang Yang			OTU_0026 
52	TMS|2.0042|Julycole08-36.fas|	132947263	180022	2.0042	18002	18002	JULY_COLE08	C12	98.78954	25.30451	1811	1800	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0297 
53	TMS|2.0033|Juncole12-32.fas|	133678489	140032	2.0033	14003	14003	JUN_COLE12	C08	98.80537	25.31363	1408	1400	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	27 Jun 2014	27 Jun 2014	2014	6	Zhiguang Yang			OTU_0032 
54	TMS|2.0038|Julycole12-84.fas|	132945932	140022	2.0038	14002	14002	JULY_COLE12	G12	98.79755	25.30981	1418	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0208 
55	TMS|2.0031|Juncole14-55.fas|	133681102	140012	2.0031	14001	14001	JUN_COLE14	E07	98.80348	25.30637	1402	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	27 Jun 2014	27 Jun 2014	2014	6	Zhiguang Yang			OTU_0017 
56	TMS|2.0038|Julycole02-07.fas|	132948497	140022	2.0038	14002	14002	JULY_COLE02	A07	98.79755	25.30981	1418	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0024 
57	TMS|2.0031|Juncole15-52.fas|	133681106	140012	2.0031	14001	14001	JUN_COLE15	E04	98.80348	25.30637	1402	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	27 Jun 2014	27 Jun 2014	2014	6	Zhiguang Yang			OTU_0194 
58	TMS|2.0038|Julycole02-25.fas|	132947178	140022	2.0038	14002	14002	JULY_COLE02	C01	98.79755	25.30981	1418	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0195 
59	TMS|2.0033|Juncole11-48.fas|	133678498	140032	2.0033	14003	14003	JUN_COLE11	D12	98.80537	25.31363	1408	1400	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	27 Jun 2014	27 Jun 2014	2014	6	Zhiguang Yang			OTU_0032 
60	TMS|2.0038|Julycole02-05.fas|	132945323	140022	2.0038	14002	14002	JULY_COLE02	A05	98.79755	25.30981	1418	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_1969 
61	TMS|2.0038|Julycole07-78.fas|	132946508	140022	2.0038	14002	14002	JULY_COLE07	G06	98.79755	25.30981	1418	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_1380 
62	TMS|2.0040|Julycole03-45.fas|	132944840	140042	2.0040	14004	14004	JULY_COLE03	D09	98.80422	25.31137	1438	1400	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0268 
63	TMS|2.0038|Julycole06-63.fas|	132945388	140022	2.0038	14002	14002	JULY_COLE06	F03	98.79755	25.30981	1418	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0038 
64	TMS|2.0036|Juncole15-43.fas|	133683202	180022	2.0036	18002	18002	JUN_COLE15	D07	98.78954	25.30451	1811	1800	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	27 Jun 2014	27 Jun 2014	2014	6	Zhiguang Yang			OTU_0031 
65	TMS|2.0041|Julycole03-65.fas|	132946116	180012	2.0041	18001	18001	JULY_COLE03	F05	98.79670	25.29758	1823	1800	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0155 
66	TMS|2.0038|Julycole05-52.fas|	132946087	140022	2.0038	14002	14002	JULY_COLE05	E04	98.79755	25.30981	1418	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0224 
67	TMS|2.0040|Julycole10-45.fas|	132946560	140042	2.0040	14004	14004	JULY_COLE10	D09	98.80422	25.31137	1438	1400	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0003 
68	TMS|2.0040|Julycole01-11.fas|	132944809	140042	2.0040	14004	14004	JULY_COLE01	A11	98.80422	25.31137	1438	1400	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0021 
69	TMS|2.0038|Julycole05-78.fas|	132946526	140022	2.0038	14002	14002	JULY_COLE05	G06	98.79755	25.30981	1418	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0033 
70	TMS|2.0047|Julycole11-80.fas|	132947447	180012	2.0047	18001	18001	JULY_COLE11	G08	98.79670	25.29758	1823	1800	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	11 Jul 2014	11 Jul 2014	2014	7	Zhiguang Yang			OTU_0826 
71	TMS|2.0042|Julycole03-87.fas|	132946777	180022	2.0042	18002	18002	JULY_COLE03	H03	98.78954	25.30451	1811	1800	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0031 
72	TMS|2.0041|Julycole07-93.fas|	132944156	180012	2.0041	18001	18001	JULY_COLE07	H09	98.79670	25.29758	1823	1800	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0008 
73	TMS|2.0036|Juncole12-77.fas|	133681991	180022	2.0036	18002	18002	JUN_COLE12	G05	98.78954	25.30451	1811	1800	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	27 Jun 2014	27 Jun 2014	2014	6	Zhiguang Yang			OTU_0051 
74	TMS|2.0033|Juncole09-93.fas|	133678487	140032	2.0033	14003	14003	JUN_COLE09	H09	98.80537	25.31363	1408	1400	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	27 Jun 2014	27 Jun 2014	2014	6	Zhiguang Yang			OTU_0049 
75	TMS|2.0040|Julycole02-03.fas|	132946929	140042	2.0040	14004	14004	JULY_COLE02	A03	98.80422	25.31137	1438	1400	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0839 
76	TMS|2.0040|Julycole04-70.fas|	132947075	140042	2.0040	14004	14004	JULY_COLE04	F10	98.80422	25.31137	1438	1400	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0013 
77	TMS|2.0038|Julycole03-68.fas|	132948526	140022	2.0038	14002	14002	JULY_COLE03	F08	98.79755	25.30981	1418	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0264 
78	TMS|2.0036|Juncole14-64.fas|	133681423	180022	2.0036	18002	18002	JUN_COLE14	F04	98.78954	25.30451	1811	1800	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	27 Jun 2014	27 Jun 2014	2014	6	Zhiguang Yang			OTU_0031 
79	TMS|2.0040|Julycole03-72.fas|	132946937	140042	2.0040	14004	14004	JULY_COLE03	F12	98.80422	25.31137	1438	1400	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0171 
80	TMS|2.0031|Juncole12-80.fas|	133681134	140012	2.0031	14001	14001	JUN_COLE12	G08	98.80348	25.30637	1402	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	27 Jun 2014	27 Jun 2014	2014	6	Zhiguang Yang			OTU_0001 
81	TMS|2.0038|Julycole08-67.fas|	132948567	140022	2.0038	14002	14002	JULY_COLE08	F07	98.79755	25.30981	1418	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0001 
82	TMS|2.0033|Juncole09-52.fas|	133680819	140032	2.0033	14003	14003	JUN_COLE09	E04	98.80537	25.31363	1408	1400	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	27 Jun 2014	27 Jun 2014	2014	6	Zhiguang Yang			OTU_0003 
83	TMS|2.0036|Juncole13-49.fas|	133680931	180022	2.0036	18002	18002	JUN_COLE13	E01	98.78954	25.30451	1811	1800	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	27 Jun 2014	27 Jun 2014	2014	6	Zhiguang Yang			OTU_0031 
84	TMS|2.0040|Julycole04-73.fas|	132946669	140042	2.0040	14004	14004	JULY_COLE04	G01	98.80422	25.31137	1438	1400	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0001 
85	TMS|2.0041|Julycole01-59.fas|	132944077	180012	2.0041	18001	18001	JULY_COLE01	E11	98.79670	25.29758	1823	1800	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_1032 
86	TMS|2.0038|Julycole02-83.fas|	132945331	140022	2.0038	14002	14002	JULY_COLE02	G11	98.79755	25.30981	1418	1400	Gaoligongshan Mountain,Baihualing	2014-5-16	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0017 
87	TMS|2.0024|Juncole10-13.fas|	133680513	180022	2.0024	18002	18002	JUN_COLE10	B01	98.78954	25.30451	1811	1800	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	13 Jun 2014	13 Jun 2014	2014	6	Zhiguang Yang			OTU_0031 
88	TMS|2.0040|Julycole03-30.fas|	132946656	140042	2.0040	14004	14004	JULY_COLE03	C06	98.80422	25.31137	1438	1400	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0059 
89	TMS|2.0040|Julycole11-60.fas|	132944824	140042	2.0040	14004	14004	JULY_COLE11	E12	98.80422	25.31137	1438	1400	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0171 
90	TMS|2.0040|Julycole04-50.fas|	132946165	140042	2.0040	14004	14004	JULY_COLE04	E02	98.80422	25.31137	1438	1400	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0001 
91	TMS|2.0040|Julycole01-35.fas|	132946646	140042	2.0040	14004	14004	JULY_COLE01	C11	98.80422	25.31137	1438	1400	Gaoligongshan Mountain,Baihualing	2014-5-15	NE	Malaise Trap	Didi	04 Jul 2014	04 Jul 2014	2014	7	Zhiguang Yang			OTU_0003 
